"Country","Code","Year","Continent","High.systolic.blood.pressure","Alcohol.use","Low.birth.weight","Unsafe.sex","Low.physical.activity","High.fasting.plasma.glucose","High.body.mass.index","Drug.use","Low.bone.mineral.density","Vitamin.A.deficiency","Iron.deficiency","Breastfeeding","Child.growth","Tobacco","Dietary","Unsafe.water","Air.pollution","Death_Rate_Cat","rgroup"
"Bahrain","BHR","1991","Asia",-1.09990405219541,-1.23304902327687,-0.642522948974952,-1.62643439051645,-0.685851088722632,-0.983741182109272,-0.913950034616794,-1.23546261566982,-1.33393592895899,-0.826869791933753,-0.858596977863694,-0.974860537566683,-1.01791929533617,-0.96883011179875,-1.09055907692646,-1.11933993306114,-0.851763506718779,"0",0.981390181696042
"Bahrain","BHR","1999","Asia",-1.05507826390763,-1.24970805070649,-0.958751979412629,-1.52813979804158,-0.597573660059988,-0.869424029467215,-0.81545564869345,-1.02810023091204,-1.19289182154099,-0.826869791933753,-0.858596977863694,-1.10928943498154,-1.17718335606431,-0.935797274211469,-1.06072393035277,-1.14842872182238,-0.811105106452965,"0",0.90876968158409
"Bahrain","BHR","2001","Asia",-1.12468640562403,-1.27604554368137,-0.973023772218908,-1.52813979804158,-0.668953732080646,-0.93984728842293,-0.857443666111663,-0.996448411238209,-1.23510498447406,-0.826869791933753,-0.858596977863694,-1.10928943498154,-1.21390548524262,-1.0058205119346,-1.12466781592504,-1.14842872182238,-0.861398503640331,"0",0.925978004233912
"Bangladesh","BGD","2004","Asia",1.24867897271394,0.800708522995507,1.79569056403264,0.736174900168368,1.25891250164351,1.34933806877104,0.852766336334258,0.764788934181067,0.968493912621585,1.5030594272184,1.89552542094206,1.56306945435243,1.57380309892786,1.42033799104378,1.36670611661118,1.6091188936267,1.59815688034936,"1",0.985845860792324
"Bangladesh","BGD","2005","Asia",1.27537272707296,0.811684224898643,1.77933110461258,0.751049242229562,1.28251118810481,1.37835625831772,0.909913933869624,0.78173012830854,0.992311639163722,1.47627694727004,1.88917876579411,1.53053166351315,1.54013182641706,1.4323167527573,1.39666800866441,1.59553397684141,1.60459377647562,"1",0.980064479168504
"Bangladesh","BGD","2010","Asia",1.3751737804001,0.829727502913393,1.6828773846143,0.790358652281583,1.3735897156572,1.44665849899236,1.10769398395533,0.81897213128429,1.05942448294339,0.955586979359442,1.75973165811155,1.26816453670319,1.35665817960383,1.45796655290518,1.4839758473046,1.52407390712625,1.60609576116762,"1",0.901451495476067
"Bangladesh","BGD","2017","Asia",1.52115282518151,0.915233440570118,1.51185941052767,0.866024803360906,1.4836085235126,1.53390137513949,1.2636293898097,0.935819736711305,1.12869356687088,0.359065612148546,1.73730452463026,1.03579860803977,1.10645244313321,1.50037391678373,1.55821662801063,1.52678614491811,1.61102097946787,"1",0.934314361540601
"Barbados","BRB","1998","Americas",-1.09890115461219,-1.06758296907967,-1.15890508024191,-0.737180451697772,-0.597573660059988,-0.872273609889268,-0.979812495329579,-1.43620309859755,-1.23510498447406,-0.826869791933753,-1.14054521995613,-1.10928943498154,-1.14433429215016,-1.34951453206954,-1.12886178059192,-0.986480301018001,-1.15824202173694,"0",0.965068397810683
"Barbados","BRB","2005","Americas",-1.11419019378716,-1.01650520435622,-1.21097719792273,-0.792708138948286,-0.611940458760396,-0.870371946488183,-0.942228715346875,-1.43620309859755,-1.19289182154099,-0.826869791933753,-1.14054521995613,-1.10928943498154,-1.21390548524262,-1.35492023990482,-1.17787102010632,-0.986480301018001,-1.2108281336584,"0",0.902174224378541
"Barbados","BRB","2012","Americas",-1.0860674376125,-0.966841962721002,-1.30644737480652,-0.834654221284138,-0.607100121783925,-0.870371946488183,-0.913950034616794,-1.43620309859755,-1.15435422312879,-0.826869791933753,-1.14054521995613,-1.33909715299616,-1.3035983528783,-1.36594002590657,-1.18023508532349,-1.02468025230921,-1.19629471853199,"0",0.998785961186513
